,overview_matchesplayed,overview_matcheswon,overview_matcheslost,overview_matchesabandoned,overview_timeplayed,overview_kills,overview_deaths,overview_attackerroundswon,overview_attackerteamkillsinobj,overview_attackerenemykillsinobj,overview_attackerteamkillsoutobj,overview_attackerenemykillsoutobj,overview_defenderroundswon,overview_defenderteamkillsinobj,overview_defenderenemykillsinobj,overview_defenderteamkillsoutobj,overview_defenderenemykillsoutobj,overview_headshots,overview_headshotsmissed,overview_headshotpercentage,overview_wallbangs,overview_damagedealt,overview_assists,overview_teamkills,overview_playstyleattackerbreacher,overview_playstyleattackerentryfragger,overview_playstyleattackerintelprovider,overview_playstyleattackerroamclearer,overview_playstyleattackersupporter,overview_playstyleattackerutilityclearer,overview_playstyledefenderdebuffer,overview_playstyledefenderentrydenier,overview_playstyledefenderintelprovider,overview_playstyledefendersupporter,overview_playstyledefendertrapper,overview_playstyledefenderutilitydenier,overview_kdratio,overview_killspermatch,overview_killspermin,overview_winpercentage,overview_timealive,is_cheater
1752,3280,1654,1561,0,1190710,13329,14645,4832,0,0,0,0,5584,0,0,0,0,37,46,44.58,6,0,0,0,16,29,18,16,24,22,13,16,27,23,13,36,0.91,4.06,0.67,50.43,81,1
1753,469,280,130,0,0,1412,1314,749,0,0,0,0,676,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,3.01,1412.0,59.7,0,1
1754,0,0,0,0,108023,0,0,278,0,0,0,0,283,0,0,0,0,0,0,0.0,0,0,0,0,0,56,29,0,11,29,7,11,23,51,7,71,0.0,0.0,0.0,0.0,108023,1
1755,151,111,16,0,154899,790,298,236,0,0,0,0,193,0,0,0,0,0,0,0.0,0,0,0,0,0,176,129,0,44,126,140,106,6,43,119,117,2.65,5.23,0.31,73.51,519,1
1756,205,102,103,0,360521,669,651,246,0,0,0,0,298,0,0,0,0,0,0,0.0,0,0,0,0,15,15,23,15,19,7,3,15,10,10,13,18,1.03,3.26,0.11,49.76,553,1
1757,1293,649,610,0,1793025,5198,4860,1616,0,0,0,0,2024,0,0,0,0,0,0,0.0,0,0,0,0,132,263,151,132,191,220,198,226,220,107,167,325,1.07,4.02,0.17,50.19,368,1
1758,713,382,322,0,0,2022,2030,735,0,0,0,0,946,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.84,2022.0,53.58,0,1
1759,10,8,2,0,0,132,35,23,0,0,0,0,23,0,0,0,0,0,0,0.0,0,0,0,0,8,25,2,8,41,4,1,0,0,37,1,10,3.77,13.2,132.0,80.0,0,1
1760,26,24,2,0,29367,208,45,40,0,0,0,0,44,0,0,0,0,0,0,0.0,0,0,0,0,15,30,26,15,16,8,33,7,16,9,27,17,4.62,8.0,0.43,92.31,652,1
1761,252,143,97,0,0,1364,998,358,0,0,0,0,383,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,5.41,1364.0,56.75,0,1
1762,218,152,46,0,0,1417,466,405,0,0,0,0,331,0,0,0,0,0,0,0.0,0,0,0,0,0,1,3,0,3,1,4,2,3,2,2,1,3.04,6.5,1417.0,69.72,0,1
1763,30,26,1,0,0,218,66,54,0,0,0,0,51,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,7.27,218.0,86.67,0,1
1764,411,202,187,18,940925,2545,2212,653,0,0,0,0,862,0,0,0,0,0,0,0.0,0,0,0,0,368,825,619,368,571,535,605,488,808,689,295,688,1.15,6.19,0.16,49.15,425,1
1765,758,394,340,4,1286947,3866,3550,1210,0,0,0,0,1439,0,0,0,0,0,0,0.0,0,0,0,0,144,616,270,144,439,876,380,707,491,313,454,769,1.09,5.1,0.18,51.98,362,1
1766,308,191,117,0,0,1702,1180,548,0,0,0,0,535,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,5.53,1702.0,62.01,0,1
1767,136,97,38,1,155748,964,428,243,0,0,0,0,266,0,0,0,0,0,0,0.0,0,0,0,0,50,93,43,50,41,23,75,16,24,70,68,31,2.25,7.09,0.37,71.32,363,1
1768,83,63,20,0,0,933,278,154,0,0,0,0,161,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,11.24,933.0,75.9,0,1
1769,58,39,19,0,0,354,217,89,0,0,0,0,75,0,0,0,0,0,0,0.0,0,0,0,0,23,86,3,23,40,28,2,48,2,47,20,45,1.63,6.1,354.0,67.24,0,1
1770,2058,1020,975,0,0,8959,9301,3135,0,0,0,0,3694,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.96,4.35,8959.0,49.56,0,1
1771,67,62,5,0,0,829,90,17,0,0,0,0,230,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.21,12.37,829.0,92.54,0,1
1772,23,15,8,0,0,192,47,39,0,0,0,0,37,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09,8.35,192.0,65.22,0,1
1773,666,347,306,0,0,1683,2126,896,0,0,0,0,891,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,2.53,1683.0,52.1,0,1
1774,44,43,1,0,0,450,63,94,0,0,0,0,101,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,10.23,450.0,97.73,0,1
1775,361,202,159,0,0,1842,1305,509,0,0,0,0,585,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,5.1,1842.0,55.96,0,1
1776,618,330,280,0,1078612,2764,2305,802,0,0,0,0,960,0,0,0,0,0,0,0.0,0,0,0,0,244,418,471,244,637,952,272,808,483,1728,462,858,1.2,4.47,0.15,53.4,467,1
1777,207,141,66,0,0,1163,667,312,0,0,0,0,379,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,5.62,1163.0,68.12,0,1
1778,105,84,21,0,0,665,232,141,0,0,0,0,155,0,0,0,0,0,0,0.0,0,0,0,0,2,80,7,2,17,21,20,16,16,85,18,75,2.87,6.33,665.0,80.0,0,1
1779,528,319,184,21,733844,1834,1411,658,0,0,0,0,777,0,0,0,0,157,252,38.39,38,0,0,0,147,223,127,147,193,179,220,136,250,196,127,186,1.3,3.47,0.15,60.42,520,1
1780,139,117,8,0,0,1139,224,279,0,0,0,0,267,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08,8.19,1139.0,84.17,0,1
1781,57,39,18,0,0,424,171,100,0,0,0,0,116,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48,7.44,424.0,68.42,0,1
1782,135,94,40,0,0,1045,548,182,0,0,0,0,239,0,0,0,0,0,0,0.0,0,0,0,0,15,158,39,15,67,66,42,57,117,113,76,71,1.91,7.74,1045.0,69.63,0,1
1783,126,68,35,23,117155,567,300,135,0,0,0,0,118,0,0,0,0,0,0,0.0,0,0,0,0,76,47,38,76,138,21,19,165,1,57,126,63,1.89,4.5,0.29,53.97,390,1
1784,276,175,78,0,0,865,806,413,0,0,0,0,429,0,0,0,0,0,0,0.0,0,0,0,0,18,17,4,18,3,7,8,3,9,16,1,19,1.07,3.13,865.0,63.41,0,1
1785,116,88,28,0,0,853,421,237,0,0,0,0,212,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,7.35,853.0,75.86,0,1
1786,249,151,98,0,0,1267,844,396,0,0,0,0,472,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,5.09,1267.0,60.64,0,1
1787,365,190,170,0,0,1847,1447,584,0,0,0,0,606,0,0,0,0,0,0,0.0,0,0,0,0,3,16,9,3,21,2,15,4,13,7,4,9,1.28,5.06,1847.0,52.05,0,1
1788,466,267,142,0,0,2267,1509,543,0,0,0,0,720,0,0,0,0,0,0,0.0,0,0,0,0,74,331,325,74,97,529,204,375,157,595,404,642,1.5,4.86,2267.0,57.3,0,1
1789,225,130,92,0,0,1018,812,286,0,0,0,0,336,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,4.52,1018.0,57.78,0,1
1790,661,332,314,0,1003095,2393,2637,812,0,0,0,0,937,0,0,0,0,0,0,0.0,0,0,0,0,60,112,75,60,96,66,59,79,60,95,62,94,0.91,3.62,0.14,50.23,380,1
1791,261,175,86,0,0,1317,895,629,0,0,0,0,617,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,5.05,1317.0,67.05,0,1
1792,422,248,122,0,0,2075,1299,693,0,0,0,0,729,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,4.92,2075.0,58.77,0,1
1793,85,78,7,0,0,974,169,66,0,0,0,0,223,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0,5,1,0,3,0,1,0,3,5.76,11.46,974.0,91.76,0,1
1794,118,76,42,0,0,519,298,153,0,0,0,0,143,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,4.4,519.0,64.41,0,1
1795,622,321,284,0,0,2307,2051,860,0,0,0,0,1038,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,3.71,2307.0,51.61,0,1
1796,19,19,0,0,0,159,29,47,0,0,0,0,51,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.48,8.37,159.0,100.0,0,1
1797,151,79,69,1,317978,687,717,290,0,0,0,0,319,0,0,0,0,0,0,0.0,0,0,0,0,37,223,150,37,102,305,258,140,99,210,183,278,0.96,4.55,0.13,52.32,443,1
1798,635,381,205,0,0,3391,2433,1102,0,0,0,0,1220,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,5.34,3391.0,60.0,0,1
1799,390,218,168,0,0,1335,1595,510,0,0,0,0,584,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,3.42,1335.0,55.9,0,1
1800,37,35,2,0,0,308,80,67,0,0,0,0,57,0,0,0,0,0,0,0.0,0,0,0,0,7,43,28,7,8,56,33,20,21,18,18,40,3.85,8.32,308.0,94.59,0,1
1801,215,139,76,0,0,1218,830,406,0,0,0,0,410,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,5.67,1218.0,64.65,0,1
1802,97,83,14,0,0,695,196,146,0,0,0,0,138,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55,7.16,695.0,85.57,0,1
1803,89,66,23,0,0,529,172,157,0,0,0,0,141,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,5.94,529.0,74.16,0,1
1804,570,312,257,1,904278,2977,2203,805,0,5,2,38,951,0,13,0,37,49,45,52.13,5,14018,17,2,46,105,81,46,95,142,24,113,151,136,70,205,1.35,5.22,0.2,54.74,410,1
1805,190,132,49,0,0,959,517,252,0,0,0,0,294,0,0,0,0,0,0,0.0,0,0,0,0,36,187,142,36,98,158,106,132,41,222,114,200,1.85,5.05,959.0,69.47,0,1
1806,170,83,87,0,268305,484,628,189,0,0,0,0,230,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.77,2.85,0.11,48.82,427,1
1807,144,143,1,0,0,1339,233,257,0,0,0,0,313,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.75,9.3,1339.0,99.31,0,1
1808,459,231,219,7,944437,2320,1956,499,0,1,0,1,724,0,0,0,5,5,2,71.43,1,781,0,0,103,600,262,103,420,703,432,433,321,298,251,619,1.19,5.05,0.15,50.33,482,1
1809,485,272,196,12,825579,2715,1963,689,0,0,0,0,816,0,0,0,0,0,0,0.0,0,0,0,0,187,695,567,187,407,553,464,524,451,373,458,673,1.38,5.6,0.2,56.08,420,1
1810,400,222,173,0,0,1785,1425,557,0,0,0,0,654,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,4.46,1785.0,55.5,0,1
1811,944,417,486,24,1520302,2928,3420,1210,0,0,0,0,1402,0,0,0,0,0,0,0.0,0,0,0,0,198,784,438,198,427,735,396,588,757,480,685,846,0.86,3.1,0.12,44.17,444,1
1812,150,129,3,0,0,1594,196,302,0,0,0,0,293,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.13,10.63,1594.0,86.0,0,1
1813,319,182,51,0,266994,1535,587,440,0,0,0,0,469,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.61,4.81,0.35,57.05,454,1
1814,64,40,11,0,0,353,166,97,0,0,0,0,100,0,0,0,0,0,0,0.0,0,0,0,0,25,35,83,25,160,78,45,42,97,45,32,71,2.13,5.52,353.0,62.5,0,1
1815,385,196,183,6,2685809,2021,1541,528,0,85,11,906,709,1,105,6,916,1139,1117,50.49,137,271543,194,18,564,523,339,564,231,405,503,208,638,492,180,453,1.31,5.25,0.05,50.91,1742,1
1816,1083,529,552,0,0,2634,3020,1296,0,0,0,0,1404,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,2.43,2634.0,48.85,0,1
1817,14,12,2,0,14271,105,26,22,0,0,0,0,22,0,0,0,0,0,0,0.0,0,0,0,0,11,6,10,11,7,5,9,4,12,15,6,1,4.04,7.5,0.44,85.71,548,1
1818,1136,689,339,106,1381418,3524,3500,1231,0,0,0,0,1534,0,0,0,0,0,0,0.0,0,0,0,0,207,1995,1217,207,659,564,858,651,881,855,638,1384,1.01,3.1,0.15,60.65,394,1
1819,328,187,123,0,0,1249,1230,578,0,0,0,0,569,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,3.81,1249.0,57.01,0,1
1820,360,179,149,0,447449,1111,867,435,0,0,0,0,451,0,0,0,0,0,0,0.0,0,0,0,0,45,182,311,45,408,243,85,239,97,523,101,235,1.28,3.09,0.15,49.72,516,1
1821,465,297,159,0,0,3061,2081,834,0,0,0,0,968,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,6.58,3061.0,63.87,0,1
1822,82,51,13,18,92880,406,156,90,0,0,0,0,94,0,0,0,0,0,0,0.0,0,0,0,0,2,65,37,2,65,20,8,49,4,74,20,65,2.6,4.95,0.26,62.2,595,1
1823,372,214,121,0,0,1720,1518,612,0,0,0,0,676,0,0,0,0,0,0,0.0,0,0,0,0,0,8,2,0,6,3,0,1,0,0,0,1,1.13,4.62,1720.0,57.53,0,1
1824,391,211,160,0,0,1792,1665,612,0,0,0,0,714,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.08,4.58,1792.0,53.96,0,1
1825,734,369,345,1,1373623,2762,3030,1248,0,0,0,0,1411,0,0,0,0,0,0,0.0,0,0,0,0,109,180,69,109,118,100,116,86,131,127,39,140,0.91,3.76,0.12,50.27,453,1
1826,209,123,59,0,244165,971,493,241,0,0,0,0,256,0,0,0,0,0,0,0.0,0,0,0,0,77,132,156,77,144,186,170,106,163,90,153,132,1.97,4.65,0.24,58.85,495,1
1827,218,120,95,0,0,945,881,337,0,0,0,0,379,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,4.33,945.0,55.05,0,1
1828,2431,1433,863,0,0,13004,9693,3927,0,0,0,0,4338,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,5.35,13004.0,58.95,0,1
1829,137,77,60,0,210969,545,466,232,0,4,1,14,238,1,23,0,15,22,34,39.29,2,9448,17,2,24,36,31,24,35,39,9,75,6,27,74,10,1.17,3.98,0.16,56.2,452,1
1830,99,83,16,0,0,740,220,101,0,0,0,0,213,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36,7.47,740.0,83.84,0,1
1831,523,303,214,1,879863,2545,1806,747,0,2,0,21,865,0,7,0,34,37,45,45.12,7,0,11,0,98,368,182,98,168,106,165,260,119,166,245,220,1.41,4.87,0.17,57.93,487,1
1832,503,221,277,0,0,1069,1366,467,0,0,0,0,564,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,2.13,1069.0,43.94,0,1
1833,37,31,6,0,0,347,111,34,0,0,0,0,107,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,9.38,347.0,83.78,0,1
1834,301,196,105,0,0,1478,999,546,0,0,0,0,625,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,4.91,1478.0,65.12,0,1
1835,423,227,168,0,0,1090,907,533,0,0,0,0,634,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2.58,1090.0,53.66,0,1
1836,306,166,118,0,0,1586,1072,405,0,0,0,0,445,0,0,0,0,0,0,0.0,0,0,0,0,2,80,66,2,28,34,13,10,30,99,6,34,1.48,5.18,1586.0,54.25,0,1
1837,134,113,13,0,135227,797,283,207,0,0,0,0,211,0,0,0,0,0,0,0.0,0,0,0,0,63,162,69,63,30,63,127,77,52,72,142,106,2.82,5.95,0.35,84.33,477,1
1838,21,18,3,0,19497,131,41,36,0,0,0,0,25,0,0,0,0,0,0,0.0,0,0,0,0,1,19,28,1,8,17,1,3,3,35,1,1,3.2,6.24,0.4,85.71,475,1
1839,276,173,32,0,0,1331,618,317,0,0,0,0,377,0,0,0,0,0,0,0.0,0,0,0,0,111,196,98,111,47,268,73,177,73,304,89,320,2.15,4.82,1331.0,62.68,0,1
1840,625,316,308,1,1151309,2971,3153,977,0,0,0,0,1177,0,0,0,0,0,0,0.0,0,0,0,0,17,31,17,17,57,49,53,39,38,67,19,55,0.94,4.75,0.15,50.56,365,1
1841,238,125,91,22,285477,1093,762,908,0,0,0,0,891,0,0,0,0,0,0,0.0,0,0,0,0,0,14,281,0,4,286,9,269,4,31,0,268,1.43,4.59,0.23,52.52,374,1
1842,15,12,3,0,0,146,29,18,0,0,0,0,23,0,0,0,0,0,0,0.0,0,0,0,0,0,24,0,0,1,4,6,4,19,22,5,5,5.03,9.73,146.0,80.0,0,1
1843,730,356,294,0,996041,3023,2749,891,0,0,0,0,1011,0,0,0,0,0,0,0.0,0,0,0,0,136,364,640,136,224,853,364,649,297,363,474,628,1.1,4.14,0.18,48.77,362,1
1844,116,63,8,45,66282,582,158,116,0,0,0,0,113,0,0,0,0,0,0,0.0,0,0,0,0,30,61,62,30,61,63,30,66,22,55,44,93,3.68,5.02,0.53,54.31,419,1
1845,226,123,100,0,0,988,880,304,0,0,0,0,325,0,0,0,0,0,0,0.0,0,0,0,0,8,40,19,8,15,48,8,28,14,68,15,71,1.12,4.37,988.0,54.42,0,1
1846,434,234,157,0,0,2104,1208,1466,0,0,0,0,1554,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74,4.85,2104.0,53.92,0,1
1847,218,111,59,0,0,839,622,287,0,0,0,0,322,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,3.85,839.0,50.92,0,1
1848,285,211,74,0,0,1411,694,439,0,0,0,0,401,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,4.95,1411.0,74.04,0,1
1849,296,190,79,0,0,1465,712,368,0,0,0,0,352,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06,4.95,1465.0,64.19,0,1
1850,126,76,50,0,0,809,473,180,0,0,0,0,192,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,6.42,809.0,60.32,0,1
1851,1342,690,611,0,2406865,5550,5157,1849,0,0,0,0,2220,0,0,0,0,0,0,0.0,0,0,0,0,148,419,335,148,308,389,271,337,309,292,278,460,1.08,4.14,0.14,51.42,466,1
1852,401,189,170,6,529611,1662,1195,469,0,0,0,0,519,0,0,0,0,0,0,0.0,0,0,0,0,55,138,122,55,123,111,135,114,127,126,44,176,1.39,4.14,0.19,47.13,443,1
1853,187,96,91,0,0,669,682,230,0,0,0,0,241,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,3.58,669.0,51.34,0,1
1854,527,303,224,0,0,2513,1897,745,0,0,0,0,882,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,4.77,2513.0,57.5,0,1
1855,57,43,14,0,0,416,135,77,0,0,0,0,97,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,7.3,416.0,75.44,0,1
1856,385,243,113,0,0,2336,1703,669,0,0,0,0,742,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,6.07,2336.0,63.12,0,1
1857,0,0,0,0,0,0,0,13,0,0,0,0,9,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1
1858,47,43,4,0,0,402,112,78,0,0,0,0,71,0,0,0,0,0,0,0.0,0,0,0,0,17,28,21,17,43,44,18,32,25,30,13,56,3.59,8.55,402.0,91.49,0,1
1859,115,111,4,0,0,906,185,205,0,0,0,0,174,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,7.88,906.0,96.52,0,1
1860,583,380,201,0,0,3046,2263,1028,0,0,0,0,1138,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,5.22,3046.0,65.18,0,1
1861,441,237,183,0,0,2321,1927,699,0,0,0,0,755,0,0,0,0,0,0,0.0,0,0,0,0,14,51,14,14,10,17,23,26,19,20,24,37,1.2,5.26,2321.0,53.74,0,1
1862,384,225,134,0,559390,2098,1547,578,0,0,0,0,641,0,0,0,0,0,0,0.0,0,0,0,0,13,253,141,13,65,529,276,188,29,325,197,425,1.36,5.46,0.23,58.59,361,1
1863,97,92,5,0,0,804,174,221,0,0,0,0,208,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62,8.29,804.0,94.85,0,1
1864,195,109,86,0,0,793,694,244,0,0,0,0,284,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,4.07,793.0,55.9,0,1
1865,77,61,16,0,0,556,269,126,0,0,0,0,106,0,0,0,0,0,0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2.07,7.22,556.0,79.22,0,1
1866,179,131,41,0,198831,615,488,236,0,0,0,0,247,0,0,0,0,0,0,0.0,0,0,0,0,6,78,56,6,233,245,150,133,11,92,77,194,1.26,3.44,0.19,73.18,407,1
1867,484,272,204,0,0,2249,1603,567,0,0,0,0,711,0,0,0,0,0,0,0.0,0,0,0,0,174,718,442,174,128,317,420,347,514,352,173,521,1.4,4.65,2249.0,56.2,0,1
1868,328,189,128,0,0,2058,1347,532,0,0,0,0,628,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,6.27,2058.0,57.62,0,1
1869,579,414,165,0,0,3987,1989,1063,0,0,0,0,1148,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,6.89,3987.0,71.5,0,1
1870,550,322,180,0,0,3044,2073,912,0,0,0,0,1009,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,5.53,3044.0,58.55,0,1
1871,183,166,17,0,0,1324,253,446,0,0,0,0,365,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,7.23,1324.0,90.71,0,1
1872,166,126,25,0,3494541,1143,490,3430,0,0,0,0,3879,0,0,0,0,0,0,0.0,0,0,0,0,54,1002,617,54,472,811,498,564,531,736,440,1304,2.33,6.89,0.02,75.9,7131,1
1873,180,115,63,0,0,828,628,274,0,0,0,0,282,0,0,0,0,0,0,0.0,0,0,0,0,12,161,43,12,64,54,40,50,52,169,42,105,1.32,4.6,828.0,63.89,0,1
1874,1867,956,903,0,0,7100,6480,2524,0,0,0,0,3004,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,3.8,7100.0,51.21,0,1
1875,389,168,107,0,0,1288,782,364,0,0,0,0,336,0,0,0,0,0,0,0.0,0,0,0,0,180,232,222,180,101,204,198,209,89,115,267,162,1.65,3.31,1288.0,43.19,0,1
1876,66,45,12,0,0,500,184,111,0,0,0,0,101,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72,7.58,500.0,68.18,0,1
1877,172,98,69,5,236818,919,709,799,0,5,1,21,782,0,2,2,37,29,40,42.03,5,9128,3,3,88,122,67,88,227,141,281,27,112,220,57,183,1.3,5.34,0.23,56.98,334,1
1878,222,127,91,0,286777,841,721,240,0,0,0,0,295,0,0,0,0,0,0,0.0,0,0,0,0,132,109,213,132,168,254,69,309,129,111,251,131,1.17,3.79,0.18,57.21,397,1
1879,29,17,8,0,0,168,94,42,0,0,0,0,42,0,0,0,0,0,0,0.0,0,0,0,0,1,10,29,1,146,38,8,32,8,48,5,27,1.79,5.79,168.0,58.62,0,1
1880,103,61,42,0,0,282,297,115,0,0,0,0,140,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,2.74,282.0,59.22,0,1
1881,62,40,20,0,0,392,287,109,0,0,0,0,110,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,6.32,392.0,64.52,0,1
1882,795,391,374,0,377166,3197,2895,1021,0,0,0,0,1297,0,0,0,0,0,0,0.0,0,0,0,0,106,170,165,106,101,194,114,166,112,99,156,169,1.1,4.02,0.51,49.18,130,1
1883,243,144,88,0,0,1713,1177,416,0,0,0,0,500,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,7.05,1713.0,59.26,0,1
1884,123,84,39,0,0,708,353,156,0,0,0,0,158,0,0,0,0,0,0,0.0,0,0,0,0,27,67,44,27,41,108,37,14,75,63,32,83,2.01,5.76,708.0,68.29,0,1
1885,918,475,427,15,1110668,3201,2932,1163,0,0,0,0,1199,0,0,0,0,0,0,0.0,0,0,0,0,116,376,337,116,444,212,246,337,205,191,318,320,1.09,3.49,0.17,51.74,378,1
1886,342,235,106,0,432294,2058,1158,536,0,0,0,0,598,0,0,0,0,0,0,0.0,0,0,0,0,240,689,110,240,139,187,151,330,558,335,130,493,1.78,6.02,0.29,68.71,373,1
